date;hour;datetime;day_ahead_price;intraday_price;price_diff;solar_capacity;solar_generation_actual;wind_capacity;wind_generation_actual;wind_generation_forecast;solar_generation_forecast;total_generation_forecast;total_generation_actual;wind_forecast_error;solar_forecast_error;forecast_error;forecast_error_percent;wind_forecast_error_percent;solar_forecast_error_percent;pricediff_percent;season;weekday
2016-01-01;0;2016-01-01 00:00:00;23,86;29,34;-5,48;39021;0;44325;8648;6033;0;6033;8648;-2615;0;-2615;-0,43344936184319577;-0,43344936184319577;;-0,22967309304274938;0;4
2016-01-01;1;2016-01-01 01:00:00;22,39;24,28;-1,8900000000000008;39021;0;44325;8579;7421;0;7421;8579;-1158;0;-1158;-0,15604365988411265;-0,15604365988411265;;-0,08441268423403309;0;4
2016-01-01;2;2016-01-01 02:00:00;20,59;25,26;-4,670000000000002;39021;0;44325;8542;7266;0;7266;8542;-1276;0;-1276;-0,17561244150839528;-0,17561244150839528;;-0,2268091306459447;0;4
2016-01-01;3;2016-01-01 03:00:00;16,81;20,24;-3,43;39021;0;44325;8443;7180;0;7180;8443;-1263;0;-1263;-0,17590529247910863;-0,17590529247910863;;-0,2040452111838192;0;4
2016-01-01;4;2016-01-01 04:00:00;17,41;21,94;-4,530000000000001;39021;0;44325;8295;7016;0;7016;8295;-1279;0;-1279;-0,18229760547320412;-0,18229760547320412;;-0,26019529006318215;0;4
2016-01-01;5;2016-01-01 05:00:00;17,02;23,5;-6,48;39021;0;44325;7319;6787;0;6787;7319;-532;0;-532;-0,07838514807720642;-0,07838514807720642;;-0,38072855464159816;0;4
2016-01-01;6;2016-01-01 06:00:00;15,86;21,87;-6,0100000000000025;39021;0;44325;6574;6492;0;6492;6574;-82;0;-82;-0,012630930375847197;-0,012630930375847197;;-0,378940731399748;0;4
2016-01-01;7;2016-01-01 07:00:00;18,16;25,13;-6,969999999999999;39021;0;44325;5624;6058;0;6058;5624;434;0;434;0,07164080554638494;0,07164080554638494;;-0,3838105726872246;0;4
2016-01-01;8;2016-01-01 08:00:00;17,73;24,52;-6,789999999999999;39021;137;44325;4644;5510;137;5647;4781;866;0;866;0,15335576412254295;0,1571687840290381;0,0;-0,38296672306824586;0;4
2016-01-01;9;2016-01-01 09:00:00;19,77;23,67;-3,9000000000000017;39021;964;44325;3733;4924;1010;5934;4697;1191;46;1237;0,20845972362655882;0,24187652315190902;0,04554455445544554;-0,19726858877086503;0;4
2016-01-01;10;2016-01-01 10:00:00;23,75;25,64;-1,8900000000000008;39021;2522;44325;2776;4172;2451;6623;5298;1396;-71;1325;0,20006039559112185;0,3346116970278044;-0,028967768257853937;-0,07957894736842108;0;4
2016-01-01;11;2016-01-01 11:00:00;26,03;27,8;-1,7699999999999996;39021;3768;44325;1830;3423;3815;7238;5598;1593;47;1640;0,2265819287095883;0,4653812445223488;0,012319790301441678;-0,06799846331156356;0;4
2016-01-01;12;2016-01-01 12:00:00;27,06;29,75;-2,6900000000000013;39021;4121;44325;1287;2787;4382;7169;5408;1500;261;1761;0,24564095410796485;0,5382131324004306;0,05956184390689183;-0,09940872135994093;0;4
2016-01-01;13;2016-01-01 13:00:00;26,59;28,45;-1,8599999999999997;39021;3717;44325;790;2328;3986;6314;4507;1538;269;1807;0,2861894203357618;0,6606529209621993;0,0674862017059709;-0,06995110943963895;0;4
2016-01-01;14;2016-01-01 14:00:00;25,0;26,42;-1,4200000000000017;39021;2442;44325;496;1937;2658;4595;2938;1441;216;1657;0,36060935799782373;0,7439339184305628;0,08126410835214447;-0,056800000000000066;0;4
2016-01-01;15;2016-01-01 15:00:00;24,43;28,25;-3,82;39021;841;44325;405;1609;979;2588;1246;1204;138;1342;0,51854714064915;0,7482908638906153;0,14096016343207354;-0,1563651248465002;0;4
2016-01-01;16;2016-01-01 16:00:00;28,87;32,49;-3,620000000000001;39021;51;44325;665;1568;51;1619;716;903;0;903;0,55775169857937;0,5758928571428571;0,0;-0,12538967786629723;0;4
2016-01-01;17;2016-01-01 17:00:00;37,44;40,98;-3,5399999999999987;39021;0;44325;1298;1673;0;1673;1298;375;0;375;0,22414823670053796;0,22414823670053796;;-0,09455128205128202;0;4
2016-01-01;18;2016-01-01 18:00:00;37,41;39,48;-2,0700000000000003;39021;0;44325;2146;1798;0;1798;2146;-348;0;-348;-0,1935483870967742;-0,1935483870967742;;-0,05533279871692062;0;4
2016-01-01;19;2016-01-01 19:00:00;35,34;34,34;1,0;39021;0;44325;3371;2070;0;2070;3371;-1301;0;-1301;-0,6285024154589371;-0,6285024154589371;;0,028296547821165814;0;4
2016-01-01;20;2016-01-01 20:00:00;33,07;31,09;1,9800000000000004;39021;0;44325;4383;2725;0;2725;4383;-1658;0;-1658;-0,608440366972477;-0,608440366972477;;0,05987299667372242;0;4
2016-01-01;21;2016-01-01 21:00:00;29,52;27,17;2,349999999999998;39021;0;44325;5409;3182;0;3182;5409;-2227;0;-2227;-0,6998742928975488;-0,6998742928975488;;0,07960704607046064;0;4
2016-01-01;22;2016-01-01 22:00:00;30,1;27,59;2,5100000000000016;39021;0;44325;6180;3567;0;3567;6180;-2613;0;-2613;-0,7325483599663583;-0,7325483599663583;;0,08338870431893693;0;4
2016-01-01;23;2016-01-01 23:00:00;24,57;21,6;2,969999999999999;39021;0;44325;6958;3885;0;3885;6958;-3073;0;-3073;-0,790990990990991;-0,790990990990991;;0,12087912087912084;0;4
2016-01-02;0;2016-01-02 00:00:00;22,2;14,36;7,84;39022;0;44325;7462;6397;0;6397;7462;-1065;0;-1065;-0,16648428951070815;-0,16648428951070815;;0,35315315315315315;0;5
2016-01-02;1;2016-01-02 01:00:00;16,57;13,48;3,09;39022;0;44325;8763;7411;0;7411;8763;-1352;0;-1352;-0,18243152071245447;-0,18243152071245447;;0,1864815932407966;0;5
2016-01-02;2;2016-01-02 02:00:00;15,35;10,16;5,19;39022;0;44325;10716;8610;0;8610;10716;-2106;0;-2106;-0,2445993031358885;-0,2445993031358885;;0,3381107491856678;0;5
2016-01-02;3;2016-01-02 03:00:00;12,77;7,77;5,0;39022;0;44325;11949;9904;0;9904;11949;-2045;0;-2045;-0,2064822294022617;-0,2064822294022617;;0,39154267815191857;0;5
2016-01-02;4;2016-01-02 04:00:00;11,27;6,45;4,8199999999999985;39022;0;44325;13451;11359;0;11359;13451;-2092;0;-2092;-0,18417114182586494;-0,18417114182586494;;0,4276841171251108;0;5
2016-01-02;5;2016-01-02 05:00:00;11,91;6,38;5,53;39022;0;44325;14640;12607;0;12607;14640;-2033;0;-2033;-0,1612596176727215;-0,1612596176727215;;0,46431570109151976;0;5
2016-01-02;6;2016-01-02 06:00:00;12,62;3,01;9,61;39022;0;44325;15480;13859;0;13859;15480;-1621;0;-1621;-0,11696370589508623;-0,11696370589508623;;0,7614896988906498;0;5
2016-01-02;7;2016-01-02 07:00:00;13,83;6,98;6,85;39022;0;44325;16062;15165;1;15166;16062;-897;1;-896;-0,05907951997890017;-0,059149357072205734;1,0;0,49530007230657985;0;5
2016-01-02;8;2016-01-02 08:00:00;16,12;9,37;6,750000000000003;39022;106;44325;16588;16305;153;16458;16694;-283;47;-236;-0,014339530927208652;-0,017356639067770623;0,30718954248366015;0,4187344913151366;0;5
2016-01-02;9;2016-01-02 09:00:00;18,12;11,83;6,290000000000001;39022;593;44325;17324;17458;940;18398;17917;134;347;481;0,026144146102837267;0,007675564211249857;0,36914893617021277;0,3471302428256071;0;5
2016-01-02;10;2016-01-02 10:00:00;19,59;18,85;0,7399999999999984;39022;1341;44325;17888;18304;2047;20351;19229;416;706;1122;0,05513242592501597;0,022727272727272728;0,34489496824621396;0,037774374680959594;0;5
2016-01-02;11;2016-01-02 11:00:00;21,07;27,29;-6,219999999999999;39022;1866;44325;18265;18733;2911;21644;20131;468;1045;1513;0,0699038994640547;0,02498265093684941;0,3589831672964617;-0,29520645467489315;0;5
2016-01-02;12;2016-01-02 12:00:00;22,54;29,36;-6,82;39022;2043;44325;18329;19105;3094;22199;20372;776;1051;1827;0,08230100454975449;0,040617639361423714;0,33968972204266323;-0,30257320319432124;0;5
2016-01-02;13;2016-01-02 13:00:00;19,79;28,6;-8,810000000000002;39022;1869;44325;18394;19475;2601;22076;20263;1081;732;1813;0,08212538503352057;0,05550706033376123;0,28143021914648214;-0,44517433046993443;0;5
2016-01-02;14;2016-01-02 14:00:00;16,9;30,22;-13,32;39022;1178;44325;18540;20000;1628;21628;19718;1460;450;1910;0,08831144812280377;0,073;0,2764127764127764;-0,7881656804733729;0;5
2016-01-02;15;2016-01-02 15:00:00;16,97;27,73;-10,760000000000002;39022;382;44325;18754;20642;563;21205;19136;1888;181;2069;0,09757132751709502;0,09146400542583083;0,32149200710479575;-0,6340601060695346;0;5
2016-01-02;16;2016-01-02 16:00:00;19,25;28,75;-9,5;39022;28;44325;19192;21140;34;21174;19220;1948;6;1954;0,09228298857088883;0,09214758751182592;0,17647058823529413;-0,4935064935064935;0;5
2016-01-02;17;2016-01-02 17:00:00;28,01;38,96;-10,95;39022;0;44325;19913;21661;0;21661;19913;1748;0;1748;0,08069802871520244;0,08069802871520244;;-0,3909318100678329;0;5
2016-01-02;18;2016-01-02 18:00:00;28,36;41,66;-13,299999999999995;39022;0;44325;20215;22029;0;22029;20215;1814;0;1814;0,08234599845657996;0,08234599845657996;;-0,4689703808180534;0;5
2016-01-02;19;2016-01-02 19:00:00;26,56;38,3;-11,739999999999998;39022;0;44325;20108;22119;0;22119;20108;2011;0;2011;0,09091731090917311;0,09091731090917311;;-0,44201807228915657;0;5
2016-01-02;20;2016-01-02 20:00:00;17,38;31,65;-14,27;39022;0;44325;19693;21881;0;21881;19693;2188;0;2188;0,09999542982496229;0,09999542982496229;;-0,8210586881472958;0;5
2016-01-02;21;2016-01-02 21:00:00;15,83;29,08;-13,249999999999998;39022;0;44325;19202;21525;0;21525;19202;2323;0;2323;0,10792102206736354;0,10792102206736354;;-0,8370183196462412;0;5
2016-01-02;22;2016-01-02 22:00:00;16,97;32,61;-15,64;39022;0;44325;18460;21297;0;21297;18460;2837;0;2837;0,133211250410856;0,133211250410856;;-0,9216263995285799;0;5
2016-01-02;23;2016-01-02 23:00:00;15,31;25,18;-9,87;39022;0;44325;18772;20946;0;20946;18772;2174;0;2174;0,10379069989496802;0,10379069989496802;;-0,6446766819072501;0;5
2016-01-03;0;2016-01-03 00:00:00;6,99;20,44;-13,45;39022;0;44325;18924;20522;0;20522;18924;1598;0;1598;0,07786765422473443;0,07786765422473443;;-1,9241773962804005;0;6
2016-01-03;1;2016-01-03 01:00:00;-0,01;15,81;-15,82;39022;0;44325;18596;20481;0;20481;18596;1885;0;1885;0,09203652165421611;0,09203652165421611;;1582,0;0;6
2016-01-03;2;2016-01-03 02:00:00;0,23;17,87;-17,64;39022;0;44325;18600;20434;0;20434;18600;1834;0;1834;0,08975237349515514;0,08975237349515514;;-76,69565217391305;0;6
2016-01-03;3;2016-01-03 03:00:00;4,51;15,08;-10,57;39022;0;44325;18440;20265;0;20265;18440;1825;0;1825;0,09005674808783617;0,09005674808783617;;-2,343680709534368;0;6
2016-01-03;4;2016-01-03 04:00:00;4,12;11,55;-7,4300000000000015;39022;0;44325;18281;20091;0;20091;18281;1810;0;1810;0,09009009009009009;0,09009009009009009;;-1,8033980582524276;0;6
2016-01-03;5;2016-01-03 05:00:00;6,76;14,16;-7,4;39022;0;44325;18302;19910;0;19910;18302;1608;0;1608;0,08076343545956806;0,08076343545956806;;-1,0946745562130178;0;6
2016-01-03;6;2016-01-03 06:00:00;0,75;14,69;-13,94;39022;0;44325;18422;19785;0;19785;18422;1363;0;1363;0,06889057366691938;0,06889057366691938;;-18,586666666666666;0;6
2016-01-03;7;2016-01-03 07:00:00;4,27;14,02;-9,75;39022;0;44325;18190;19670;1;19671;18190;1480;1;1481;0,07528849575517259;0,07524148449415353;1,0;-2,2833723653395785;0;6
2016-01-03;8;2016-01-03 08:00:00;9,11;20,93;-11,82;39022;66;44325;17751;19571;131;19702;17817;1820;65;1885;0,09567556593239265;0,09299473711103162;0,4961832061068702;-1,2974753018660814;0;6
2016-01-03;9;2016-01-03 09:00:00;15,92;25,0;-9,08;39022;638;44325;17202;19505;943;20448;17840;2303;305;2608;0,12754303599374023;0,1180722891566265;0,32343584305408274;-0,5703517587939698;0;6
2016-01-03;10;2016-01-03 10:00:00;17,06;27,33;-10,27;39022;1648;44325;16685;19248;2097;21345;18333;2563;449;3012;0,14111033028812367;0,13315669160432253;0,21411540295660467;-0,6019929660023446;0;6
2016-01-03;11;2016-01-03 11:00:00;19,28;29,2;-9,919999999999998;39022;2621;44325;15632;18646;3095;21741;18253;3014;474;3488;0,16043420265857136;0,16164324788158319;0,15315024232633279;-0,5145228215767633;0;6
2016-01-03;12;2016-01-03 12:00:00;20,25;26,54;-6,289999999999999;39022;3051;44325;14568;17990;3553;21543;17619;3422;502;3924;0,18214733324049576;0,19021678710394663;0,14128905150576976;-0,3106172839506172;0;6
2016-01-03;13;2016-01-03 13:00:00;17,66;25,77;-8,11;39022;2909;44325;14358;17589;3313;20902;17267;3231;404;3635;0,1739068031767295;0,18369435442606175;0,12194385753093873;-0,4592298980747451;0;6
2016-01-03;14;2016-01-03 14:00:00;18,49;24,03;-5,540000000000003;39022;1880;44325;14313;17373;2332;19705;16193;3060;452;3512;0,17822887591981731;0,1761353824900708;0,19382504288164665;-0,29962141698215267;0;6
2016-01-03;15;2016-01-03 15:00:00;16,51;22,31;-5,799999999999998;39022;658;44325;14881;17320;943;18263;15539;2439;285;2724;0,14915402726824728;0,14081986143187067;0,3022269353128314;-0,3513022410660204;0;6
2016-01-03;16;2016-01-03 16:00:00;18,76;26,72;-7,959999999999997;39022;48;44325;15377;17567;76;17643;15425;2190;28;2218;0,12571558125035426;0,12466556611828998;0,3684210526315789;-0,42430703624733457;0;6
2016-01-03;17;2016-01-03 17:00:00;22,21;38,84;-16,630000000000006;39022;0;44325;16306;17978;3;17981;16306;1672;3;1675;0,09315388465602581;0,09300255868283458;1,0;-0,7487618190004505;0;6
2016-01-03;18;2016-01-03 18:00:00;26,76;41,61;-14,849999999999998;39022;0;44325;17294;18445;0;18445;17294;1151;0;1151;0,06240173488750339;0,06240173488750339;;-0,5549327354260088;0;6
2016-01-03;19;2016-01-03 19:00:00;27,08;38,94;-11,86;39022;0;44325;17648;18751;0;18751;17648;1103;0;1103;0,058823529411764705;0,058823529411764705;;-0,4379615952732644;0;6
2016-01-03;20;2016-01-03 20:00:00;25,33;38,03;-12,700000000000005;39022;0;44325;17745;18773;0;18773;17745;1028;0;1028;0,054759495019442814;0,054759495019442814;;-0,5013817607579947;0;6
2016-01-03;21;2016-01-03 21:00:00;22,11;32,32;-10,21;39022;0;44325;17589;18734;0;18734;17589;1145;0;1145;0,06111882139425643;0,06111882139425643;;-0,461781999095432;0;6
2016-01-03;22;2016-01-03 22:00:00;20,91;33,33;-12,419999999999998;39022;0;44325;16955;18795;0;18795;16955;1840;0;1840;0,09789837722798617;0,09789837722798617;;-0,5939741750358679;0;6
2016-01-03;23;2016-01-03 23:00:00;14,43;30,73;-16,3;39022;0;44325;16746;18768;0;18768;16746;2022;0;2022;0,10773657289002557;0,10773657289002557;;-1,1295911295911296;0;6
2016-01-04;0;2016-01-04 00:00:00;13,78;23,63;-9,85;39033;0;44325;16415;20345;0;20345;16415;3930;0;3930;0,19316785450970755;0,19316785450970755;;-0,7148040638606676;0;0
2016-01-04;1;2016-01-04 01:00:00;12,77;24,03;-11,260000000000002;39033;0;44325;15686;20175;0;20175;15686;4489;0;4489;0,22250309789343248;0,22250309789343248;;-0,8817541111981207;0;0
2016-01-04;2;2016-01-04 02:00:00;10,56;22,8;-12,24;39033;0;44325;15040;19888;0;19888;15040;4848;0;4848;0,24376508447304907;0,24376508447304907;;-1,159090909090909;0;0
2016-01-04;3;2016-01-04 03:00:00;3,87;19,33;-15,459999999999996;39033;0;44325;14410;19409;0;19409;14410;4999;0;4999;0,2575609253439126;0,2575609253439126;;-3,994832041343668;0;0
2016-01-04;4;2016-01-04 04:00:00;3,2;16,23;-13,03;39033;0;44325;13623;18962;0;18962;13623;5339;0;5339;0,281563126252505;0,281563126252505;;-4,0718749999999995;0;0
2016-01-04;5;2016-01-04 05:00:00;8,67;24,19;-15,52;39033;0;44325;13175;18591;0;18591;13175;5416;0;5416;0,2913237588080254;0,2913237588080254;;-1,790080738177624;0;0
2016-01-04;6;2016-01-04 06:00:00;18,01;37,74;-19,73;39033;0;44325;13284;18237;0;18237;13284;4953;0;4953;0,2715907221582497;0,2715907221582497;;-1,0955024986118822;0;0
2016-01-04;7;2016-01-04 07:00:00;28,52;45,73;-17,209999999999994;39033;0;44325;13091;17904;1;17905;13091;4813;1;4814;0,2688634459648143;0,2688226094727435;1,0;-0,6034361851332396;0;0
2016-01-04;8;2016-01-04 08:00:00;34,74;48,78;-14,04;39033;71;44325;12873;17578;99;17677;12944;4705;28;4733;0,26774905244102504;0,2676641256115599;0,2828282828282828;-0,4041450777202072;0;0
2016-01-04;9;2016-01-04 09:00:00;33,46;47,22;-13,759999999999998;39033;533;44325;12206;17147;709;17856;12739;4941;176;5117;0,28657034050179214;0,2881553624540736;0,24823695345557123;-0,4112372982665869;0;0
2016-01-04;10;2016-01-04 10:00:00;33,24;47,98;-14,739999999999995;39033;1350;44325;11458;16345;1573;17918;12808;4887;223;5110;0,2851880790266771;0,298990516977669;0,1417673235855054;-0,44344163658243063;0;0
2016-01-04;11;2016-01-04 11:00:00;35,09;48,73;-13,639999999999993;39033;1998;44325;10580;15262;2235;17497;12578;4682;237;4919;0,2811339086700577;0,3067749967238894;0,10604026845637583;-0,3887147335423195;0;0
2016-01-04;12;2016-01-04 12:00:00;35,0;48,48;-13,479999999999995;39033;2231;44325;10173;14273;2497;16770;12404;4100;266;4366;0,26034585569469293;0,2872556575352063;0,1065278334000801;-0,385142857142857;0;0
2016-01-04;13;2016-01-04 13:00:00;35,0;49,27;-14,270000000000005;39033;2005;44325;9772;13401;2298;15699;11777;3629;293;3922;0,24982482960698132;0,27080068651593164;0,12750217580504786;-0,40771428571428586;0;0
2016-01-04;14;2016-01-04 14:00:00;34,94;50,87;-15,93;39033;1298;44325;9753;12785;1571;14356;11051;3032;273;3305;0,23021733073279466;0,23715291357059054;0,17377466581795034;-0,4559244419004007;0;0
2016-01-04;15;2016-01-04 15:00:00;34,92;50,8;-15,879999999999995;39033;536;44325;10014;12244;635;12879;10550;2230;99;2329;0,18083702150788106;0,18213002286834368;0,15590551181102363;-0,45475372279495974;0;0
2016-01-04;16;2016-01-04 16:00:00;38,0;51,52;-13,520000000000005;39033;58;44325;10292;11901;55;11956;10350;1609;-3;1606;0,13432586149213785;0,13519872279640366;-0,05454545454545454;-0,35578947368421066;0;0
2016-01-04;17;2016-01-04 17:00:00;41,21;58,2;-16,990000000000002;39033;0;44325;10920;11867;0;11867;10920;947;0;947;0,07980112918176456;0,07980112918176456;;-0,41227857316185396;0;0
2016-01-04;18;2016-01-04 18:00:00;42,95;56,2;-13,25;39033;0;44325;11096;11926;0;11926;11096;830;0;830;0,06959584101962099;0,06959584101962099;;-0,3084982537834691;0;0
2016-01-04;19;2016-01-04 19:00:00;41,96;53,17;-11,21;39033;0;44325;10861;11918;0;11918;10861;1057;0;1057;0,0886893774123175;0,0886893774123175;;-0,2671591992373689;0;0
2016-01-04;20;2016-01-04 20:00:00;34,94;44,74;-9,800000000000004;39033;0;44325;10690;11779;0;11779;10690;1089;0;1089;0,09245267000594277;0,09245267000594277;;-0,28048082427017756;0;0
2016-01-04;21;2016-01-04 21:00:00;30,66;39,72;-9,06;39033;0;44325;10284;11568;0;11568;10284;1284;0;1284;0,11099585062240663;0,11099585062240663;;-0,2954990215264188;0;0
2016-01-04;22;2016-01-04 22:00:00;30,0;38,23;-8,229999999999997;39033;0;44325;9974;11344;0;11344;9974;1370;0;1370;0,12076868829337095;0,12076868829337095;;-0,2743333333333332;0;0
2016-01-04;23;2016-01-04 23:00:00;23,9;31,15;-7,25;39033;0;44325;9676;11096;0;11096;9676;1420;0;1420;0,12797404470079307;0,12797404470079307;;-0,3033472803347281;0;0
2016-01-05;0;2016-01-05 00:00:00;25,03;26,98;-1,9499999999999995;39035;0;44325;9529;11547;0;11547;9529;2018;0;2018;0,17476400796743743;0,17476400796743743;;-0,07790651218537753;0;1
2016-01-05;1;2016-01-05 01:00:00;24,42;27,03;-2,6099999999999994;39035;0;44325;9304;11515;0;11515;9304;2211;0;2211;0,1920104211897525;0,1920104211897525;;-0,10687960687960685;0;1
2016-01-05;2;2016-01-05 02:00:00;22,34;25,34;-3,0;39035;0;44325;9205;11626;0;11626;9205;2421;0;2421;0,2082401513848271;0,2082401513848271;;-0,13428827215756492;0;1
2016-01-05;3;2016-01-05 03:00:00;21,5;21,79;-0,28999999999999915;39035;0;44325;9191;11630;0;11630;9191;2439;0;2439;0,20971625107480654;0,20971625107480654;;-0,013488372093023216;0;1
2016-01-05;4;2016-01-05 04:00:00;20,0;24,64;-4,6400000000000015;39035;0;44325;9260;11611;0;11611;9260;2351;0;2351;0,20248040651106708;0,20248040651106708;;-0,23200000000000007;0;1
2016-01-05;5;2016-01-05 05:00:00;23,53;28,13;-4,599999999999998;39035;0;44325;9387;11628;0;11628;9387;2241;0;2241;0,19272445820433437;0,19272445820433437;;-0,19549511262218436;0;1
2016-01-05;6;2016-01-05 06:00:00;28,96;35,45;-6,490000000000002;39035;0;44325;9378;11726;0;11726;9378;2348;0;2348;0,20023878560463926;0,20023878560463926;;-0,22410220994475144;0;1
2016-01-05;7;2016-01-05 07:00:00;38,32;44,65;-6,329999999999997;39035;0;44325;9323;11817;2;11819;9323;2494;2;2496;0,21118537947372873;0,21105187441821105;1,0;-0,16518789144050097;0;1
2016-01-05;8;2016-01-05 08:00:00;41,45;44,25;-2,799999999999997;39035;75;44325;9250;11868;131;11999;9325;2618;56;2674;0,22285190432536045;0,22059319177620493;0,42748091603053434;-0,06755126658624842;0;1
2016-01-05;9;2016-01-05 09:00:00;40,72;44,67;-3,950000000000003;39035;603;44325;9086;11782;856;12638;9689;2696;253;2949;0,23334388352587435;0,22882362926498048;0,2955607476635514;-0,09700392927308456;0;1
2016-01-05;10;2016-01-05 10:00:00;40,66;45,37;-4,710000000000001;39035;1670;44325;8797;11583;1875;13458;10467;2786;205;2991;0,222246990637539;0,24052490719157385;0,10933333333333334;-0,11583866207575015;0;1
2016-01-05;11;2016-01-05 11:00:00;40,33;44,41;-4,079999999999998;39035;2497;44325;8369;11379;2700;14079;10866;3010;203;3213;0,22821223098231408;0,26452236576149046;0,07518518518518519;-0,10116538556905526;0;1
2016-01-05;12;2016-01-05 12:00:00;38,25;42,57;-4,32;39035;2936;44325;8088;11231;2968;14199;11024;3143;32;3175;0,223607296288471;0,27985041403258837;0,01078167115902965;-0,11294117647058824;0;1
2016-01-05;13;2016-01-05 13:00:00;36,98;39,63;-2,6500000000000057;39035;2423;44325;7892;11158;2646;13804;10315;3266;223;3489;0,2527528252680383;0,2927047858039075;0,08427815570672713;-0,0716603569497027;0;1
2016-01-05;14;2016-01-05 14:00:00;34,91;38,64;-3,730000000000004;39035;1610;44325;7972;11233;1813;13046;9582;3261;203;3464;0,2655219990801778;0,2903053503071308;0,11196911196911197;-0,10684617588083656;0;1
2016-01-05;15;2016-01-05 15:00:00;33,5;41,92;-8,420000000000002;39035;673;44325;8052;11433;741;12174;8725;3381;68;3449;0,28330869065220965;0,2957229073733928;0,09176788124156546;-0,2513432835820896;0;1
2016-01-05;16;2016-01-05 16:00:00;35,1;50,09;-14,990000000000002;39035;62;44325;8112;11507;68;11575;8174;3395;6;3401;0,2938228941684665;0,29503780307638827;0,08823529411764706;-0,4270655270655271;0;1
2016-01-05;17;2016-01-05 17:00:00;42,44;58,72;-16,28;39035;0;44325;8368;11530;2;11532;8368;3162;2;3164;0,2743669788414846;0,27424111014744146;1,0;-0,38360037700282756;0;1
2016-01-05;18;2016-01-05 18:00:00;42,94;58,14;-15,200000000000005;39035;0;44325;8622;11492;0;11492;8622;2870;0;2870;0,24973894883397146;0,24973894883397146;;-0,35398230088495586;0;1
2016-01-05;19;2016-01-05 19:00:00;41,74;54,55;-12,809999999999995;39035;0;44325;8527;11468;0;11468;8527;2941;0;2941;0,25645273805371466;0,25645273805371466;;-0,3068998562529946;0;1
2016-01-05;20;2016-01-05 20:00:00;36,47;46,6;-10,130000000000004;39035;0;44325;8410;11493;0;11493;8410;3083;0;3083;0,2682502392760811;0,2682502392760811;;-0,2777625445571704;0;1
2016-01-05;21;2016-01-05 21:00:00;33,01;40,38;-7,370000000000003;39035;0;44325;8185;11499;0;11499;8185;3314;0;3314;0,28819897382381077;0,28819897382381077;;-0,22326567706755537;0;1
2016-01-05;22;2016-01-05 22:00:00;31,75;37,22;-5,469999999999999;39035;0;44325;7999;11404;0;11404;7999;3405;0;3405;0,2985794458084883;0,2985794458084883;;-0,17228346456692908;0;1
2016-01-05;23;2016-01-05 23:00:00;26,99;35,91;-8,919999999999998;39035;0;44325;7968;11204;0;11204;7968;3236;0;3236;0,2888254194930382;0,2888254194930382;;-0,3304927751018895;0;1
2016-01-06;0;2016-01-06 00:00:00;26,62;29,21;-2,59;39036;0;44335;7723;9587;0;9587;7723;1864;0;1864;0,19442995723375403;0,19442995723375403;;-0,09729526671675431;0;2
2016-01-06;1;2016-01-06 01:00:00;25,58;28,77;-3,1900000000000013;39036;0;44335;7566;9330;0;9330;7566;1764;0;1764;0,18906752411575561;0,18906752411575561;;-0,12470680218921038;0;2
2016-01-06;2;2016-01-06 02:00:00;24,59;27,85;-3,2600000000000016;39036;0;44335;7264;9098;0;9098;7264;1834;0;1834;0,2015827654429545;0,2015827654429545;;-0,1325742171614478;0;2
2016-01-06;3;2016-01-06 03:00:00;22,5;24,37;-1,870000000000001;39036;0;44335;7212;8900;0;8900;7212;1688;0;1688;0,1896629213483146;0,1896629213483146;;-0,08311111111111115;0;2
2016-01-06;4;2016-01-06 04:00:00;23,16;25,65;-2,4899999999999984;39036;0;44335;7163;8828;0;8828;7163;1665;0;1665;0,18860444041685545;0,18860444041685545;;-0,10751295336787559;0;2
2016-01-06;5;2016-01-06 05:00:00;24,99;29,5;-4,510000000000002;39036;0;44335;7366;8815;0;8815;7366;1449;0;1449;0,16437889960294952;0,16437889960294952;;-0,1804721888755503;0;2
2016-01-06;6;2016-01-06 06:00:00;26,62;31,85;-5,23;39036;0;44335;7206;8877;0;8877;7206;1671;0;1671;0,18823927002365665;0,18823927002365665;;-0,19646882043576258;0;2
